"study","age","phase","id","aged","trial","type","corr","sex","unique_group"
"1","A22","point","e49940",724,1,"neg",0,0,"pointA22neg"
"1","A22","point","e49940",724,2,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,3,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,4,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,5,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,6,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,7,"neg",1,0,"pointA22neg"
"1","A22","point","e49940",724,8,"neg",1,0,"pointA22neg"
"1","A22","point","e51640",706,1,"apos",1,1,"pointA22apos"
"1","A22","point","e51640",706,2,"apos",0,1,"pointA22apos"
"1","A22","point","e51640",706,3,"apos",0,1,"pointA22apos"
"1","A22","point","e51640",706,4,"apos",0,1,"pointA22apos"
"1","A22","point","e51640",706,5,"apos",0,1,"pointA22apos"
"1","A22","point","e51640",706,6,"apos",0,1,"pointA22apos"
"1","A22","point","e51640",706,7,"apos",1,1,"pointA22apos"
"1","A22","point","e51640",706,8,"apos",0,1,"pointA22apos"
"1","A22","point","e51536",697,1,"neg",0,1,"pointA22neg"
"1","A22","point","e51536",697,2,"neg",0,1,"pointA22neg"
"1","A22","point","e51536",697,3,"neg",0,1,"pointA22neg"
"1","A22","point","e51536",697,4,"neg",0,1,"pointA22neg"
"1","A22","point","e51536",697,6,"neg",0,1,"pointA22neg"
"1","A22","point","e51536",697,7,"neg",1,1,"pointA22neg"
"1","A22","point","e51536",697,8,"neg",0,1,"pointA22neg"
"1","A22","point","e51115",695,1,"neg",1,1,"pointA22neg"
"1","A22","point","e51115",695,2,"neg",0,1,"pointA22neg"
"1","A22","point","e51115",695,3,"neg",1,1,"pointA22neg"
"1","A22","point","e51115",695,4,"neg",0,1,"pointA22neg"
"1","A22","point","e51115",695,5,"neg",1,1,"pointA22neg"
"1","A22","point","e51115",695,6,"neg",0,1,"pointA22neg"
"1","A22","point","e51115",695,7,"neg",0,1,"pointA22neg"
"1","A22","point","e51115",695,8,"neg",0,1,"pointA22neg"
"1","A22","point","e50610",694,1,"apos",1,1,"pointA22apos"
"1","A22","point","e50610",694,2,"apos",0,1,"pointA22apos"
"1","A22","point","e50610",694,3,"apos",0,1,"pointA22apos"
"1","A22","point","e50610",694,4,"apos",1,1,"pointA22apos"
"1","A22","point","e50610",694,5,"apos",1,1,"pointA22apos"
"1","A22","point","e50610",694,6,"apos",1,1,"pointA22apos"
"1","A22","point","e50610",694,7,"apos",1,1,"pointA22apos"
"1","A22","point","e50610",694,8,"apos",1,1,"pointA22apos"
"1","A22","point","e5e363",697,1,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,2,"neg",0,0,"pointA22neg"
"1","A22","point","e5e363",697,3,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,4,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,5,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,6,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,7,"neg",1,0,"pointA22neg"
"1","A22","point","e5e363",697,8,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,1,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,2,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,3,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,4,"neg",0,0,"pointA22neg"
"1","A22","point","e50196",698,5,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,6,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,7,"neg",1,0,"pointA22neg"
"1","A22","point","e50196",698,8,"neg",1,0,"pointA22neg"
"1","A22","point","e49775",725,1,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,2,"apos",0,0,"pointA22apos"
"1","A22","point","e49775",725,3,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,4,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,5,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,6,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,7,"apos",1,0,"pointA22apos"
"1","A22","point","e49775",725,8,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,1,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,2,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,3,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,4,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,5,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,6,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,7,"apos",1,0,"pointA22apos"
"1","A22","point","e51766",655,8,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,1,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,2,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,3,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,4,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,5,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,6,"apos",0,0,"pointA22apos"
"1","A22","point","e50898",677,7,"apos",1,0,"pointA22apos"
"1","A22","point","e50898",677,8,"apos",1,0,"pointA22apos"
"1","A22","point","e50858",713,1,"neg",1,1,"pointA22neg"
"1","A22","point","e50858",713,2,"neg",0,1,"pointA22neg"
"1","A22","point","e50858",713,3,"neg",1,1,"pointA22neg"
"1","A22","point","e50858",713,4,"neg",1,1,"pointA22neg"
"1","A22","point","e50858",713,5,"neg",0,1,"pointA22neg"
"1","A22","point","e50858",713,6,"neg",1,1,"pointA22neg"
"1","A22","point","e50858",713,7,"neg",0,1,"pointA22neg"
"1","A22","point","e50858",713,8,"neg",1,1,"pointA22neg"
"1","A22","point","e51546",684,1,"apos",1,1,"pointA22apos"
"1","A22","point","e51546",684,2,"apos",1,1,"pointA22apos"
"1","A22","point","e51546",684,3,"apos",0,1,"pointA22apos"
"1","A22","point","e51546",684,4,"apos",0,1,"pointA22apos"
"1","A22","point","e51546",684,5,"apos",0,1,"pointA22apos"
"1","A22","point","e51546",684,6,"apos",1,1,"pointA22apos"
"1","A22","point","e51546",684,7,"apos",1,1,"pointA22apos"
"1","A22","point","e51546",684,8,"apos",0,1,"pointA22apos"
"1","A22","point","e51760",680,1,"neg",0,1,"pointA22neg"
"1","A22","point","e51760",680,2,"neg",1,1,"pointA22neg"
"1","A22","point","e51760",680,3,"neg",0,1,"pointA22neg"
"1","A22","point","e51760",680,4,"neg",0,1,"pointA22neg"
"1","A22","point","e51760",680,5,"neg",0,1,"pointA22neg"
"1","A22","point","e51760",680,6,"neg",1,1,"pointA22neg"
"1","A22","point","e51760",680,7,"neg",0,1,"pointA22neg"
"1","A22","point","e51760",680,8,"neg",0,1,"pointA22neg"
"1","A22","point","e51785",658,1,"apos",1,0,"pointA22apos"
"1","A22","point","e51785",658,2,"apos",0,0,"pointA22apos"
"1","A22","point","e51785",658,3,"apos",1,0,"pointA22apos"
"1","A22","point","e51785",658,4,"apos",0,0,"pointA22apos"
"1","A22","point","e51785",658,5,"apos",1,0,"pointA22apos"
"1","A22","point","e51785",658,7,"apos",1,0,"pointA22apos"
"1","A22","point","e51785",658,8,"apos",0,0,"pointA22apos"
"1","A22","point","e5033e",699,1,"apos",1,1,"pointA22apos"
"1","A22","point","e5033e",699,4,"apos",1,1,"pointA22apos"
"1","A22","point","e5033e",699,5,"apos",1,1,"pointA22apos"
"1","A22","point","e5033e",699,6,"apos",1,1,"pointA22apos"
"1","A22","point","e5033e",699,7,"apos",1,1,"pointA22apos"
"1","A22","point","e5033e",699,8,"apos",1,1,"pointA22apos"
"1","A22","point","e50747",630,1,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,2,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,3,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,4,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,5,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,6,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,7,"apos",1,0,"pointA22apos"
"1","A22","point","e50747",630,8,"apos",1,0,"pointA22apos"
"1","A22","point","e51353",684,1,"neg",0,0,"pointA22neg"
"1","A22","point","e51353",684,2,"neg",0,0,"pointA22neg"
"1","A22","point","e51353",684,3,"neg",0,0,"pointA22neg"
"1","A22","point","e51353",684,4,"neg",1,0,"pointA22neg"
"1","A22","point","e51353",684,5,"neg",0,0,"pointA22neg"
"1","A22","point","e51353",684,6,"neg",1,0,"pointA22neg"
"1","A22","point","e51353",684,7,"neg",0,0,"pointA22neg"
"1","A22","point","e51353",684,8,"neg",0,0,"pointA22neg"
"1","A22","point","e50651",663,1,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,2,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,3,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,4,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,5,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,6,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,7,"apos",1,1,"pointA22apos"
"1","A22","point","e50651",663,8,"apos",1,1,"pointA22apos"
"1","A22","point","e515e8",680,1,"neg",0,1,"pointA22neg"
"1","A22","point","e515e8",680,2,"neg",0,1,"pointA22neg"
"1","A22","point","e515e8",680,3,"neg",1,1,"pointA22neg"
"1","A22","point","e515e8",680,4,"neg",1,1,"pointA22neg"
"1","A22","point","e515e8",680,5,"neg",1,1,"pointA22neg"
"1","A22","point","e515e8",680,6,"neg",1,1,"pointA22neg"
"1","A22","point","e515e8",680,7,"neg",1,1,"pointA22neg"
"1","A22","point","e515e8",680,8,"neg",1,1,"pointA22neg"
"1","A22","point","e53509",645,1,"apos",1,0,"pointA22apos"
"1","A22","point","e53509",645,2,"apos",1,0,"pointA22apos"
"1","A22","point","e53509",645,3,"apos",1,0,"pointA22apos"
"1","A22","point","e53509",645,5,"apos",1,0,"pointA22apos"
"1","A22","point","e53509",645,6,"apos",1,0,"pointA22apos"
"1","A22","point","e53509",645,7,"apos",0,0,"pointA22apos"
"1","A22","point","e53509",645,8,"apos",1,0,"pointA22apos"
"1","A22","point","e53390",638,1,"apos",0,0,"pointA22apos"
"1","A22","point","e53390",638,2,"apos",0,0,"pointA22apos"
"1","A22","point","e53390",638,3,"apos",0,0,"pointA22apos"
"1","A22","point","e53390",638,4,"apos",0,0,"pointA22apos"
"1","A22","point","e53390",638,5,"apos",1,0,"pointA22apos"
"1","A22","point","e53390",638,6,"apos",1,0,"pointA22apos"
"1","A22","point","e53390",638,7,"apos",1,0,"pointA22apos"
"1","A22","point","e53390",638,8,"apos",0,0,"pointA22apos"
"1","A22","point","e51557",667,1,"neg",1,0,"pointA22neg"
"1","A22","point","e51557",667,2,"neg",0,0,"pointA22neg"
"1","A22","point","e51557",667,3,"neg",1,0,"pointA22neg"
"1","A22","point","e51557",667,4,"neg",0,0,"pointA22neg"
"1","A22","point","e51557",667,5,"neg",1,0,"pointA22neg"
"1","A22","point","e51557",667,6,"neg",1,0,"pointA22neg"
"1","A22","point","e51557",667,7,"neg",1,0,"pointA22neg"
"1","A22","point","e55137",721,1,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,2,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,3,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,4,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,5,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,6,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,7,"apos",1,1,"pointA22apos"
"1","A22","point","e55137",721,8,"apos",1,1,"pointA22apos"
"1","A22","point","e51363",618,1,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,2,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,3,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,4,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,5,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,6,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,7,"apos",1,0,"pointA22apos"
"1","A22","point","e51363",618,8,"apos",1,0,"pointA22apos"
"1","A22","point","e51e05",704,1,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,2,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,3,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,4,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,5,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,6,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,7,"apos",1,1,"pointA22apos"
"1","A22","point","e51e05",704,8,"apos",1,1,"pointA22apos"
"1","A22","point","e50795",715,1,"neg",1,1,"pointA22neg"
"1","A22","point","e50795",715,2,"neg",1,1,"pointA22neg"
"1","A22","point","e50795",715,3,"neg",1,1,"pointA22neg"
"1","A22","point","e50795",715,4,"neg",1,1,"pointA22neg"
"1","A22","point","e50795",715,5,"neg",1,1,"pointA22neg"
"1","A22","point","e50795",715,6,"neg",0,1,"pointA22neg"
"1","A22","point","e50795",715,7,"neg",0,1,"pointA22neg"
"1","A22","point","e50795",715,8,"neg",1,1,"pointA22neg"
"1","A22","point","e50856",717,1,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,2,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,3,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,4,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,5,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,6,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,7,"apos",1,0,"pointA22apos"
"1","A22","point","e50856",717,8,"apos",1,0,"pointA22apos"
"1","A22","point","e50997",619,2,"neg",0,0,"pointA22neg"
"1","A22","point","e50997",619,3,"neg",0,0,"pointA22neg"
"1","A22","point","e50997",619,4,"neg",1,0,"pointA22neg"
"1","A22","point","e50997",619,5,"neg",0,0,"pointA22neg"
"1","A22","point","e50997",619,6,"neg",0,0,"pointA22neg"
"1","A22","point","e50997",619,7,"neg",1,0,"pointA22neg"
"1","A22","point","e50997",619,8,"neg",0,0,"pointA22neg"
"1","A22","point","e50194",717,1,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,2,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,3,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,4,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,5,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,6,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,7,"neg",0,1,"pointA22neg"
"1","A22","point","e50194",717,8,"neg",0,1,"pointA22neg"
"1","A22","point","e50531",714,1,"neg",0,1,"pointA22neg"
"1","A22","point","e50531",714,2,"neg",1,1,"pointA22neg"
"1","A22","point","e50531",714,3,"neg",1,1,"pointA22neg"
"1","A22","point","e50531",714,4,"neg",0,1,"pointA22neg"
"1","A22","point","e50531",714,5,"neg",1,1,"pointA22neg"
"1","A22","point","e50531",714,6,"neg",1,1,"pointA22neg"
"1","A22","point","e50531",714,7,"neg",1,1,"pointA22neg"
"1","A22","point","e50531",714,8,"neg",0,1,"pointA22neg"
"1","A22","point","e50840",628,1,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,2,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,3,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,4,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,5,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,6,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,7,"apos",1,1,"pointA22apos"
"1","A22","point","e50840",628,8,"apos",1,1,"pointA22apos"
"1","A22","point","e50615",630,1,"neg",0,1,"pointA22neg"
"1","A22","point","e50615",630,2,"neg",0,1,"pointA22neg"
"1","A22","point","e50615",630,3,"neg",0,1,"pointA22neg"
"1","A22","point","e50615",630,4,"neg",0,1,"pointA22neg"
"1","A22","point","e50615",630,5,"neg",1,1,"pointA22neg"
"1","A22","point","e50615",630,6,"neg",1,1,"pointA22neg"
"1","A22","point","e50615",630,7,"neg",1,1,"pointA22neg"
"1","A22","point","e50615",630,8,"neg",1,1,"pointA22neg"
"1","A22","point","e51444",664,1,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,2,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,3,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,4,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,5,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,6,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,7,"apos",1,1,"pointA22apos"
"1","A22","point","e51444",664,8,"apos",1,1,"pointA22apos"
"1","A22","point","e50500",630,1,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,2,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,3,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,4,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,5,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,6,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,7,"neg",1,1,"pointA22neg"
"1","A22","point","e50500",630,8,"neg",1,1,"pointA22neg"
"1","A22","point","e50614",644,1,"apos",1,0,"pointA22apos"
"1","A22","point","e50614",644,2,"apos",1,0,"pointA22apos"
"1","A22","point","e50614",644,3,"apos",0,0,"pointA22apos"
"1","A22","point","e50614",644,4,"apos",1,0,"pointA22apos"
"1","A22","point","e50614",644,5,"apos",1,0,"pointA22apos"
"1","A22","point","e50614",644,6,"apos",0,0,"pointA22apos"
"1","A22","point","e50614",644,7,"apos",1,0,"pointA22apos"
"1","A22","point","e50614",644,8,"apos",1,0,"pointA22apos"
"1","A22","point","e51515",624,1,"neg",1,0,"pointA22neg"
"1","A22","point","e51515",624,2,"neg",0,0,"pointA22neg"
"1","A22","point","e51515",624,3,"neg",0,0,"pointA22neg"
"1","A22","point","e51515",624,4,"neg",1,0,"pointA22neg"
"1","A22","point","e51515",624,5,"neg",1,0,"pointA22neg"
"1","A22","point","e51515",624,6,"neg",1,0,"pointA22neg"
"1","A22","point","e51515",624,7,"neg",1,0,"pointA22neg"
"1","A22","point","e51515",624,8,"neg",1,0,"pointA22neg"
"1","A22","point","e5e879",632,1,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,2,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,3,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,4,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,5,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,6,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,7,"apos",1,1,"pointA22apos"
"1","A22","point","e5e879",632,8,"apos",1,1,"pointA22apos"
"1","A22","point","e51ee6",631,1,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,2,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,3,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,4,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,5,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,6,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,7,"neg",1,0,"pointA22neg"
"1","A22","point","e51ee6",631,8,"neg",1,0,"pointA22neg"
"1","A22","point","e53e51",702,1,"neg",1,0,"pointA22neg"
"1","A22","point","e53e51",702,2,"neg",0,0,"pointA22neg"
"1","A22","point","e53e51",702,3,"neg",0,0,"pointA22neg"
"1","A22","point","e53e51",702,4,"neg",1,0,"pointA22neg"
"1","A22","point","e53e51",702,5,"neg",1,0,"pointA22neg"
"1","A22","point","e53e51",702,6,"neg",0,0,"pointA22neg"
"1","A22","point","e53e51",702,7,"neg",1,0,"pointA22neg"
"1","A22","point","e53e51",702,8,"neg",0,0,"pointA22neg"
"1","A22","point","e5e650",706,1,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,2,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,3,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,4,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,5,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,6,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,7,"neg",1,0,"pointA22neg"
"1","A22","point","e5e650",706,8,"neg",1,0,"pointA22neg"
"2","A28","point","e49059",890,1,"neg",0,0,"pointA28neg"
"2","A28","point","e49059",890,2,"neg",0,0,"pointA28neg"
"2","A28","point","e49059",890,3,"neg",1,0,"pointA28neg"
"2","A28","point","e49059",890,4,"neg",0,0,"pointA28neg"
"2","A28","point","e49059",890,5,"neg",1,0,"pointA28neg"
"2","A28","point","e49059",890,6,"neg",1,0,"pointA28neg"
"2","A28","point","e49059",890,7,"neg",0,0,"pointA28neg"
"2","A28","point","e49059",890,8,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,1,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,2,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,3,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,4,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,5,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,6,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,7,"neg",0,0,"pointA28neg"
"2","A28","point","e49741",877,8,"neg",0,0,"pointA28neg"
"2","A28","point","e538ee",891,1,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,2,"neg",1,1,"pointA28neg"
"2","A28","point","e538ee",891,3,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,4,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,5,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,6,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,7,"neg",0,1,"pointA28neg"
"2","A28","point","e538ee",891,8,"neg",0,1,"pointA28neg"
"2","A28","point","e49e48",896,1,"neg",0,0,"pointA28neg"
"2","A28","point","e49e48",896,2,"neg",0,0,"pointA28neg"
"2","A28","point","e49e48",896,3,"neg",0,0,"pointA28neg"
"2","A28","point","e49e48",896,4,"neg",1,0,"pointA28neg"
"2","A28","point","e49e48",896,5,"neg",1,0,"pointA28neg"
"2","A28","point","e49e48",896,6,"neg",0,0,"pointA28neg"
"2","A28","point","e49e48",896,7,"neg",0,0,"pointA28neg"
"2","A28","point","e49e48",896,8,"neg",1,0,"pointA28neg"
"2","A28","point","e49060",891,1,"neg",1,0,"pointA28neg"
"2","A28","point","e49060",891,2,"neg",1,0,"pointA28neg"
"2","A28","point","e49060",891,3,"neg",0,0,"pointA28neg"
